ensgene,logFC,AveExpr,t,P.Value,adj.P.Val,B,DEgene,Test
MSTRG.1839|ACKR1|CADM3,0.897385178,3.052353485,2.510024031,0.031328566,0.644422244,-4.228972681,,FALSE
MSTRG.4736|NEU3,0.897277355,4.127711067,1.624405133,0.135946615,0.680730367,-4.410556383,,FALSE
MSTRG.5365|PTMS,0.89707945,4.27172665,3.692881693,0.004294948,0.644422244,-3.705982804,,FALSE
MSTRG.22033|CMAHP,0.894685976,1.232701388,2.551573922,0.029190902,0.644422244,-4.393607325,,FALSE
MSTRG.16192|HES6,0.891286448,1.048883341,1.707171178,0.119188304,0.676847611,-4.519411502,,FALSE
MSTRG.7898|TGFB3,0.890671029,3.57328774,2.776344741,0.019911498,0.644422244,-4.103088082,,FALSE
MSTRG.1898|HSPA7,0.887682494,0.791018167,2.26911974,0.047128318,0.644422244,-4.458220925,,FALSE
MSTRG.4944|PDGFD,0.887630098,2.175666723,2.310679035,0.043933355,0.644422244,-4.370086091,,FALSE
MSTRG.12257|SEPT9,0.883441007,4.491219102,4.221359339,0.001845097,0.644422244,-3.534882149,,FALSE
MSTRG.13902|BCL3|MIR8085,0.882862092,1.437851923,1.931447353,0.08280483,0.675175838,-4.480989009,,FALSE
MSTRG.4538|CD248,0.882497678,3.919113407,2.795841558,0.019262014,0.644422244,-4.042460272,,FALSE
MSTRG.2149|EEF1A1P14,0.882384236,1.325621758,2.593132644,0.027197778,0.644422244,-4.403979714,,FALSE
MSTRG.5895|RP11-834C11.4,0.8822759,0.424564197,2.958804625,0.014605633,0.644422244,-4.414122613,,FALSE
MSTRG.23281|TTYH3,0.880661051,2.245269211,2.927859095,0.015392459,0.644422244,-4.267997666,,FALSE
MSTRG.27233|TCEAL7,0.879201843,0.473349155,1.855417329,0.093792733,0.676612662,-4.520939428,,FALSE
MSTRG.7840|RP3-414A15.10,0.878815752,0.253065165,0.992827444,0.344653662,0.799424959,-4.597134335,,FALSE
MSTRG.23763|ELN,0.878601164,4.005202809,1.917312278,0.084752056,0.675175838,-4.331664161,,FALSE
MSTRG.5345|VAMP1,0.878250196,2.848210654,3.244989236,0.009014147,0.644422244,-4.063446863,,FALSE
MSTRG.5523|MGST1,0.87798997,1.330581297,2.853557112,0.017461925,0.644422244,-4.362994379,,FALSE
MSTRG.24823|PLEKHA2,0.875919645,2.688158803,2.745890284,0.020970418,0.644422244,-4.228637379,,FALSE
ENSG00000160191,0.875339854,0.904828053,2.296998263,0.044961077,0.644422244,-4.444169235,,FALSE
MSTRG.11595|ARL4D,0.874595625,0.352170514,1.95499763,0.079653437,0.674032137,-4.513067929,,FALSE
MSTRG.26018|OMD,0.872280436,0.862549776,1.8569928,0.093551895,0.676612662,-4.505408728,,FALSE
MSTRG.27227|GPRASP1,0.871780611,1.295764584,0.744799594,0.473859804,0.859669011,-4.624986422,,FALSE
MSTRG.21292|PDLIM4,0.871747026,1.316670715,1.551712666,0.152370049,0.693603893,-4.534151138,,FALSE
MSTRG.16060|WDFY1,0.870801524,2.651786979,1.598961877,0.141506731,0.684628847,-4.477641512,,FALSE
MSTRG.5929|GDF11,0.869597594,1.171757764,2.13457922,0.059091544,0.656074192,-4.458921965,,FALSE
MSTRG.4919|SESN3,0.867723614,3.910183823,2.715611067,0.022079384,0.644422244,-4.051005484,,FALSE
MSTRG.22872|GJA1,0.865715345,3.777599473,4.244194021,0.001780423,0.644422244,-3.654154025,,FALSE
MSTRG.27234|WBP5,0.86534334,2.148372448,2.684612095,0.023275718,0.644422244,-4.31111515,,FALSE
MSTRG.23303|FSCN1,0.865126176,2.476057212,2.133785864,0.059170094,0.656298188,-4.376939716,,FALSE
ENSG00000104888,0.86457516,0.6301737,2.886139945,0.016521792,0.644422244,-4.406547261,,FALSE
MSTRG.7210|COL4A2,0.863714854,6.533741016,3.249062482,0.008952816,0.644422244,-3.755276599,,FALSE
ENSG00000162738,0.860761466,0.495072925,3.255967973,0.008849817,0.644422244,-4.371019117,,FALSE
MSTRG.17841|LRRN1,0.859914772,2.590141275,1.485692118,0.168775809,0.702808126,-4.50228423,,FALSE
MSTRG.25976|SPIN1,0.858233438,2.429438637,1.980263659,0.076397976,0.671947883,-4.42903843,,FALSE
MSTRG.4196|C11orf96|RP11-613D13.4,0.856800734,1.974757851,2.05677018,0.067289784,0.661848022,-4.432368813,,FALSE
MSTRG.15248|MIR4435-2HG,0.856612243,1.21380631,1.995586185,0.074485225,0.669326729,-4.477813519,,FALSE
MSTRG.16064|SERPINE2,0.856529769,2.424002349,3.496554811,0.005929316,0.644422244,-4.083507528,,FALSE
MSTRG.6333|GLT8D2,0.855782112,1.686565164,3.22680289,0.009293301,0.644422244,-4.288003928,,FALSE
MSTRG.23682|TPST1,0.855099173,1.512876585,2.59149526,0.027273679,0.644422244,-4.366676643,,FALSE
MSTRG.15235|MALL,0.854353131,1.528626911,2.248806219,0.048771062,0.644422244,-4.42848302,,FALSE
MSTRG.10236|RP11-63M22.2,0.854067852,1.440346713,1.910417484,0.08571734,0.675175838,-4.484482571,,FALSE
MSTRG.269|EFHD2,0.850109992,2.141648722,2.702764263,0.022567509,0.644422244,-4.30772752,,FALSE
MSTRG.17402|GGT5,0.849173805,2.885890538,3.394790958,0.007019189,0.644422244,-4.023173042,,FALSE
ENSG00000156802,0.847898687,0.603616812,1.611295737,0.138786603,0.683738491,-4.533240614,,FALSE
MSTRG.14151|FPR3,0.845425914,0.302451318,0.881495746,0.399134713,0.828856421,-4.604188597,,FALSE
MSTRG.21072|MCTP1,0.844751865,1.853870905,3.743339735,0.003956116,0.644422244,-4.186862667,,FALSE
MSTRG.1891|FCGR2A|FCGR2C|RP11-25K21.6,0.842956195,2.436907424,2.925902628,0.015443628,0.644422244,-4.238773579,,FALSE
MSTRG.25725|ANXA2P2,0.841096782,1.048585057,3.398102304,0.006980644,0.644422244,-4.341138486,,FALSE
MSTRG.24180|TSPAN12,0.839952162,1.38386932,1.996775998,0.074338605,0.668990868,-4.462754155,,FALSE
MSTRG.1437|PTGFRN,0.839547081,2.971159233,2.474852163,0.033258766,0.644422244,-4.266312848,,FALSE
MSTRG.13907|APOC1|APOE|CTB-129P6.7,0.839359747,3.130790892,3.565048467,0.005295888,0.644422244,-3.982963658,,FALSE
MSTRG.25186|MATN2,0.838759692,2.530971566,2.597345483,0.027003455,0.644422244,-4.256983104,,FALSE
MSTRG.23432|HOTAIRM1|HOTAIRM1_1|HOTAIRM1_2|HOTAIRM1_3|HOTAIRM1_4|HOTAIRM1_5,0.835890124,0.730596139,2.397262438,0.03794154,0.644422244,-4.443364039,,FALSE
MSTRG.27235|NGFRAP1,0.833547487,2.173849127,2.304874472,0.044366576,0.644422244,-4.361241809,,FALSE
MSTRG.5126|C1QTNF5|MFRP,0.832809553,1.548616285,2.227094891,0.050588224,0.644714215,-4.425470929,,FALSE
MSTRG.14028|PLEKHA4,0.832650742,2.941915462,3.014910459,0.013281792,0.644422244,-4.123105533,,FALSE
MSTRG.14784|EFEMP1,0.831254737,4.033920475,2.979047373,0.014113171,0.644422244,-3.985463446,,FALSE
MSTRG.19066|CPA3,0.830993214,0.735519068,1.556219634,0.151302955,0.693603893,-4.548751086,,FALSE
MSTRG.4934|TMEM133,0.830854069,0.330178491,1.780746164,0.105887274,0.676847611,-4.52342845,,FALSE
ENSG00000198848,0.830677529,0.189054891,0.92253058,0.378385234,0.816155287,-4.60184184,,FALSE
MSTRG.27374|APLN,0.830491768,2.148010431,1.58989814,0.143535778,0.687134818,-4.499354652,,FALSE
ENSG00000112414,0.829406529,0.107518839,1.733704834,0.114225389,0.676847611,-4.534274061,,FALSE
MSTRG.12110|FAM20A,0.826233207,1.310085394,2.857481818,0.017345874,0.644422244,-4.353805908,,FALSE
MSTRG.393|C1QA,0.821053298,2.521409258,1.846642169,0.095144718,0.676612662,-4.445335328,,FALSE
MSTRG.24712|SCARA3,0.820171714,1.394398178,1.4552313,0.176849664,0.706776875,-4.540875775,,FALSE
ENSG00000133106,0.819508154,0.111207836,2.599033781,0.026925968,0.644422244,-4.450411292,,FALSE
MSTRG.5842|GRASP,0.819292951,1.320290911,2.572735118,0.028158512,0.644422244,-4.393925966,,FALSE
MSTRG.22011|SOX4,0.817356381,2.989505015,2.788785974,0.01949455,0.644422244,-4.173090549,,FALSE
ENSG00000124549,0.817176127,-0.290050523,1.009437795,0.337016719,0.794346529,-4.595629675,,FALSE
MSTRG.25622|PTPRD,0.816702851,1.00393685,2.485869202,0.03264184,0.644422244,-4.433638316,,FALSE
MSTRG.13960|PNMAL2,0.81613283,0.907196783,2.266571857,0.047331379,0.644422244,-4.448600287,,FALSE
MSTRG.14234|SSC5D,0.815766914,2.209860499,2.094646141,0.063171923,0.65995621,-4.419893624,,FALSE
MSTRG.14453|TP53I3,0.815359424,1.274059155,1.997148138,0.074292802,0.668990868,-4.474965063,,FALSE
ENSG00000109089,0.814099313,1.449524812,2.892203754,0.016352567,0.644422244,-4.352096954,,FALSE
MSTRG.4162|CD44,0.813936155,4.311823391,1.886349347,0.089167986,0.676612662,-4.311482544,,FALSE
ENSG00000162636,0.813900284,1.590434976,2.428394972,0.035989335,0.644422244,-4.397528206,,FALSE
MSTRG.21884|PXDC1,0.811865555,2.687710282,2.385862473,0.038682112,0.644422244,-4.317619638,,FALSE
ENSG00000188321,0.811358283,1.077398833,2.389716191,0.03843019,0.644422244,-4.427114258,,FALSE
MSTRG.25508|ADCK5,0.811279252,0.590349096,2.158690655,0.056751476,0.655075575,-4.477232466,,FALSE
MSTRG.19153|SHOX2,0.809668219,1.090150055,2.440791776,0.035239798,0.644422244,-4.428532278,,FALSE
MSTRG.18293|PTH1R,0.809495158,0.163602673,1.47670262,0.171124641,0.703749403,-4.554263404,,FALSE
MSTRG.15081|EIF2AK3,0.807663166,2.704537543,3.194942586,0.009803959,0.644422244,-4.16677372,,FALSE
MSTRG.17923|HRH1,0.806779493,0.65373265,2.008779233,0.072874626,0.663659367,-4.49192653,,FALSE
MSTRG.23041|RAB32,0.804641475,0.739694497,2.266098025,0.047369236,0.644422244,-4.466120371,,FALSE
MSTRG.64|MXRA8,0.803234662,4.33607909,2.729860825,0.021550338,0.644422244,-3.992886738,,FALSE
MSTRG.24894|SNAI2,0.803152475,1.916070335,2.64312253,0.024979134,0.644422244,-4.334142982,,FALSE
MSTRG.10845|ALOX12-AS1|MIR195|MIR497|MIR497HG|RP11-589P10.7,0.802374775,2.292176767,1.668934231,0.12668419,0.676847611,-4.483289274,,FALSE
MSTRG.3331|ANKRD1,0.802116463,6.968738436,2.947542251,0.01488715,0.644422244,-3.860927156,,FALSE
MSTRG.7370|PCK2,0.8020111,0.608980299,0.906485499,0.386405472,0.822727688,-4.603398333,,FALSE
MSTRG.7451|EGLN3,0.801510712,2.692466413,1.909996853,0.085776561,0.675175838,-4.422384944,,FALSE
MSTRG.15409|C2orf27A,0.800657235,0.555927778,1.729077519,0.115077133,0.676847611,-4.526689592,,FALSE
MSTRG.4791|THRSP,0.799702546,1.505019751,2.650005925,0.024688135,0.644422244,-4.354578806,,FALSE
MSTRG.20422|VEGFC,0.798989635,1.098339177,2.3365059,0.0420553,0.644422244,-4.430895904,,FALSE
MSTRG.23997|PCOLCE,0.796752976,3.525429133,2.353356942,0.040872473,0.644422244,-4.221974963,,FALSE
MSTRG.20689|OSMR,0.79532467,2.622617404,2.875832104,0.016813536,0.644422244,-4.216558405,,FALSE
MSTRG.12292|LGALS3BP,0.794723465,4.239783389,2.470003163,0.033533935,0.644422244,-4.082694278,,FALSE
ENSG00000176659,0.794594764,0.044909398,1.619794789,0.13693942,0.682105773,-4.544219568,,FALSE
ENSG00000140538,0.793928509,0.537510118,1.341095263,0.210116085,0.730565155,-4.561814758,,FALSE
MSTRG.27085|NHSL2|RP11-262D11.2,0.793656179,2.683694652,3.679913843,0.00438683,0.644422244,-4.027551824,,FALSE
MSTRG.22241|HLA-DQB1,0.792549113,2.008532719,1.104637537,0.295676043,0.77651366,-4.586649131,,FALSE
ENSG00000132003,0.792303788,0.85572357,1.932210645,0.082700882,0.675175838,-4.500221324,,FALSE
MSTRG.587|MARCKSL1,0.791861363,2.567785078,2.353110781,0.040889515,0.644422244,-4.332544985,,FALSE
MSTRG.24925|PENK,0.790949833,0.531448524,2.654221826,0.024511581,0.644422244,-4.441830021,,FALSE
MSTRG.8794|AC069368.3|ANKDD1A|PLEKHO2,0.789758614,2.686873313,2.747763995,0.020903662,0.644422244,-4.226989145,,FALSE
MSTRG.5546|EEF1A1P4,0.789601415,2.464062188,2.216494965,0.051499049,0.645239148,-4.374792801,,FALSE
ENSG00000182463,0.789052691,1.607847759,3.207152833,0.009604929,0.644422244,-4.275728693,,FALSE
ENSG00000102034,0.787832568,1.628994894,2.046521409,0.068447218,0.661848022,-4.451747958,,FALSE
MSTRG.7698|TMEM30B,0.786685625,0.45763241,1.799912282,0.10265291,0.676847611,-4.521664377,,FALSE
MSTRG.15211|EEF1A1P12,0.786615228,1.509648623,2.647909565,0.024776399,0.644422244,-4.383119978,,FALSE
MSTRG.7582|PYGL,0.783867223,1.715896976,2.83341148,0.018070091,0.644422244,-4.312584492,,FALSE
ENSG00000090659,0.783000911,0.546332943,1.900578625,0.087112598,0.675175838,-4.512779687,,FALSE
ENSG00000183496,0.782298728,0.582351301,2.137537215,0.058799556,0.655075575,-4.483339277,,FALSE
MSTRG.17219|COL6A2,0.782208367,7.385833705,2.313292815,0.043739627,0.644422244,-4.132539035,,FALSE
MSTRG.6373|CMKLR1,0.782154931,2.568941705,2.436141625,0.035519136,0.644422244,-4.322404038,,FALSE
MSTRG.12295|C1QTNF1,0.780195641,2.953915625,2.970333236,0.014323063,0.644422244,-4.103551475,,FALSE
MSTRG.8467|EHD4,0.779689027,3.020426676,2.793142103,0.01935065,0.644422244,-4.146112751,,FALSE
MSTRG.20979|THBS4,0.778957516,6.979943477,1.421658687,0.186132039,0.712583051,-4.480945986,,FALSE
MSTRG.4741|CTD-2562J17.6,0.778077256,1.430180568,3.327858793,0.007847305,0.644422244,-4.287980155,,FALSE
MSTRG.4613|ORAOV1,0.777276733,2.198961453,2.142601888,0.058302827,0.655075575,-4.383198155,,FALSE
MSTRG.10233|CMTM3,0.776401118,2.015590828,1.918791968,0.084546226,0.675175838,-4.449588112,,FALSE
MSTRG.17593|NCF4,0.776290533,0.599129893,2.584517749,0.027599498,0.644422244,-4.454006004,,FALSE
MSTRG.18786|FSTL1,0.776013938,6.23858103,2.586323289,0.027514817,0.644422244,-3.989608007,,FALSE
MSTRG.25645|FREM1,0.775833613,0.908653237,2.000174224,0.073921342,0.668687364,-4.481511978,,FALSE
MSTRG.13453|PLVAP,0.774850336,4.45007687,3.306994417,0.008125579,0.644422244,-3.761507597,,FALSE
MSTRG.25082|PAG1,0.774185652,2.292033813,3.294923318,0.008291202,0.644422244,-4.178903906,,FALSE
MSTRG.8033|IFI27L2,0.773498567,0.323228113,3.327235675,0.007855472,0.644422244,-4.400502358,,FALSE
MSTRG.1694|S100A16,0.772215373,3.434692355,3.856877132,0.003291906,0.644422244,-3.854785263,,FALSE
MSTRG.9376|SOX8,0.771101035,0.505121162,2.142392595,0.058323274,0.655075575,-4.496464652,,FALSE
MSTRG.20087|EEF1A1P9,0.770337227,2.262886677,2.51888246,0.030860169,0.644422244,-4.34169864,,FALSE
MSTRG.23436|HOXA-AS2,0.77019344,0.58136,3.043762432,0.012649276,0.644422244,-4.375752914,,FALSE
MSTRG.19362|ST6GAL1,0.76821693,3.325400964,3.351589846,0.007542718,0.644422244,-3.955707945,,FALSE
MSTRG.25264|BAALC,0.76769847,0.936705199,1.538335624,0.155576387,0.696589983,-4.53681375,,FALSE
MSTRG.26393|TMSB4XP4,0.766876842,1.905461637,3.513698043,0.005763734,0.644422244,-4.218066516,,FALSE
MSTRG.11038|RASD1,0.765949434,1.449366291,1.824645001,0.09861351,0.676847611,-4.485420303,,FALSE
MSTRG.4539|RIN1,0.76565955,0.983935535,1.82383288,0.098743785,0.676847611,-4.509568299,,FALSE
MSTRG.2673|CAMK1D,0.765111192,1.624984427,2.32886259,0.042602777,0.644422244,-4.41213897,,FALSE
MSTRG.15328|INHBB,0.764145781,0.994346407,1.993709263,0.074717073,0.669539898,-4.48512573,,FALSE
MSTRG.6089|LINC01479,0.764060265,3.18293805,1.599406365,0.141407885,0.684628847,-4.461344452,,FALSE
MSTRG.5387|C1R|C1RL,0.76405286,5.286530414,2.244102835,0.04915927,0.644422244,-4.129950941,,FALSE
MSTRG.6609|KNTC1,0.763382834,0.880547934,1.421708322,0.186118013,0.712583051,-4.552250864,,FALSE
MSTRG.7286|PNP,0.763038484,1.472744459,2.293669958,0.045214626,0.644422244,-4.428593756,,FALSE
MSTRG.19570|CRMP1,0.762656956,0.745724859,1.885871511,0.089237786,0.676612662,-4.505875739,,FALSE
MSTRG.18390|SEMA3F,0.762304581,2.90224642,2.163842467,0.056263158,0.655075575,-4.334897145,,FALSE
MSTRG.21454|CD14,0.761853742,2.270455748,2.695737844,0.022839046,0.644422244,-4.307633346,,FALSE
MSTRG.11819|CHAD,0.76159211,2.449789752,1.602924343,0.140627715,0.684416581,-4.479984201,,FALSE
MSTRG.21261|MEGF10,0.760731607,2.616655375,1.952019851,0.080045597,0.674817722,-4.411565074,,FALSE
ENSG00000166927,0.759627539,0.616145728,1.491743403,0.167210501,0.702808126,-4.551711156,,FALSE
MSTRG.14359|PXDN,0.75931827,4.316777302,2.708099771,0.022363481,0.644422244,-3.986808187,,FALSE
MSTRG.14388|TAF1B,0.757611869,0.626235932,1.841524506,0.095941507,0.676612662,-4.513882793,,FALSE
MSTRG.7261|GAS6-AS1|TMEM255B,0.757609087,1.914439254,1.901454739,0.086987501,0.675175838,-4.45504282,,FALSE
MSTRG.10027|ARMC5,0.757497054,2.361040898,2.85563822,0.017400291,0.644422244,-4.210708967,,FALSE
MSTRG.5913|ZNF385A,0.757362279,2.617693201,3.074487754,0.012009418,0.644422244,-4.182092079,,FALSE
MSTRG.22146|PPP1R18,0.756514102,3.25566983,2.448727986,0.034768056,0.644422244,-4.224552458,,FALSE
MSTRG.7599|NID2,0.756408342,3.323640992,2.70592566,0.022446394,0.644422244,-4.118785798,,FALSE
MSTRG.27230|BEX4,0.756337141,1.605846219,2.270527623,0.047016477,0.644422244,-4.415804515,,FALSE
ENSG00000117226,0.755513786,1.606590814,3.570395655,0.005249493,0.644422244,-4.252402685,,FALSE
MSTRG.21164|EPB41L4A,0.755249171,1.542595766,2.009770118,0.072754998,0.66356051,-4.444620284,,FALSE
MSTRG.17985|SH3BP5,0.75518215,3.347360137,2.269494962,0.047098486,0.644422244,-4.262075978,,FALSE
ENSG00000144645,0.754959779,1.129559721,2.292371667,0.045313906,0.644422244,-4.438744342,,FALSE
MSTRG.21833|GFPT2,0.753562675,2.167986014,1.768524803,0.10799823,0.676847611,-4.473635103,,FALSE
ENSG00000165449,0.753169776,0.89170347,2.549721755,0.029283034,0.644422244,-4.433882557,,FALSE
MSTRG.15137|ANKRD36,0.752555564,1.194587799,2.392696351,0.038236479,0.644422244,-4.42051021,,FALSE
MSTRG.1413|OLFML3,0.751455515,2.972101698,2.603238165,0.026733965,0.644422244,-4.208314823,,FALSE
MSTRG.3567|MIR4680|PDCD4,0.750605138,3.034134715,3.634715013,0.004723431,0.644422244,-3.966741418,,FALSE
MSTRG.26396|CERCAM,0.750520114,2.840900682,1.550488274,0.152661086,0.693721945,-4.488209691,,FALSE
ENSG00000122644,0.750456327,0.803211697,2.283831394,0.045972289,0.644422244,-4.450693809,,FALSE
MSTRG.106|RP3-395M20.8,0.750402267,0.657162319,2.339151534,0.041867404,0.644422244,-4.458281327,,FALSE
MSTRG.444|MIR3917|STMN1,0.750380115,2.76126838,1.434257809,0.182600681,0.711173769,-4.516645594,,FALSE
MSTRG.17152|BACE2,0.750204861,2.291386425,1.748735975,0.111498105,0.676847611,-4.466764682,,FALSE
ENSG00000102221,0.748932196,0.563084846,3.783769008,0.003704826,0.644422244,-4.336175545,,FALSE
ENSG00000156535,0.747699912,2.348998405,2.045072774,0.068612336,0.661848022,-4.38816032,,FALSE
ENSG00000122420,0.747500039,1.217726515,1.952434102,0.079990934,0.674817722,-4.487620094,,FALSE
MSTRG.19511|IDUA,0.746735148,0.944567492,2.34169535,0.041687514,0.644422244,-4.453688463,,FALSE
MSTRG.26432|IER5L,0.745834679,0.682949759,1.830563212,0.097668932,0.676612662,-4.516738761,,FALSE
ENSG00000006468,0.74493091,0.51613323,1.931107199,0.082851193,0.675175838,-4.506854835,,FALSE
ENSG00000117308,0.744208172,0.693732667,1.506629292,0.16341356,0.702808126,-4.548171692,,FALSE
MSTRG.3768|IRF7,0.74411465,2.040428943,2.549365227,0.029300801,0.644422244,-4.34291499,,FALSE
MSTRG.12995|CTB-31O20.2,0.744003886,0.276236888,2.626952282,0.025676292,0.644422244,-4.450600695,,FALSE
MSTRG.16393|RRBP1,0.743433743,4.244876283,2.198451634,0.05308605,0.647811087,-4.203679876,,FALSE
ENSG00000129911,0.743370091,0.50272072,2.207860854,0.052252657,0.645239148,-4.483003689,,FALSE
MSTRG.5167|ROBO3,0.74266432,1.212259162,2.919202959,0.01562016,0.644422244,-4.369684423,,FALSE
MSTRG.2620|PFKP|PITRM1-AS1|RP11-298E9.7,0.742585258,3.111199224,1.996311108,0.07439586,0.668990868,-4.373563462,,FALSE
ENSG00000143867,0.742117181,0.283069943,1.25852578,0.237331238,0.745771361,-4.57572688,,FALSE
ENSG00000151789,0.741798501,1.576983733,2.602092838,0.026786134,0.644422244,-4.36866449,,FALSE
ENSG00000112902,0.741184002,2.610768909,3.05276809,0.012458206,0.644422244,-4.147091344,,FALSE
ENSG00000100368,0.740656605,0.842796835,1.672255515,0.126016614,0.676847611,-4.526632405,,FALSE
MSTRG.12820|ATP8B1,0.74061763,2.218302199,2.181695721,0.054602021,0.655075575,-4.36657292,,FALSE
ENSG00000173530,0.739995453,0.482115529,1.75710807,0.110004946,0.676847611,-4.5253399,,FALSE
MSTRG.2558|COX20,0.739517839,4.523994427,4.462055807,0.001271325,0.644422244,-3.426691207,,FALSE
MSTRG.21464|PCDHB4,0.738787795,0.571278,2.44174855,0.035182593,0.644422244,-4.446729161,,FALSE
MSTRG.3797|TOLLIP-AS1,0.738054195,0.835720628,2.82143269,0.018441812,0.644422244,-4.39744409,,FALSE
MSTRG.10907|SLC25A35,0.736472444,0.312421612,1.608388547,0.13942353,0.684180453,-4.545498605,,FALSE
MSTRG.26522|C9orf69,0.73628039,3.652595226,1.440824853,0.180782925,0.711173769,-4.486427153,,FALSE
MSTRG.6824|MEDAG,0.735926657,2.945776946,2.018954241,0.071655026,0.661848022,-4.374536148,,FALSE
MSTRG.11372|CCT6B,0.735151853,1.010400506,1.649128154,0.130731696,0.677679199,-4.519537113,,FALSE
ENSG00000114790,0.734933026,0.292440754,1.65572593,0.129370669,0.676880073,-4.537860021,,FALSE
MSTRG.13610|CEBPA,0.734732467,2.218325725,2.287378105,0.045697745,0.644422244,-4.376151854,,FALSE
MSTRG.11769|ABI3,0.734636267,0.539736979,3.205559426,0.009630665,0.644422244,-4.387385462,,FALSE
MSTRG.11480|MED1,0.733617862,3.535720466,2.596179775,0.027057086,0.644422244,-4.127954136,,FALSE
MSTRG.10141|LPCAT2|RP11-212I21.4,0.732488795,1.089306541,2.067298194,0.066120213,0.661848022,-4.459305783,,FALSE
ENSG00000104689,0.731897278,0.108026707,2.417739432,0.03664612,0.644422244,-4.467766616,,FALSE
ENSG00000165821,0.729736494,0.924193831,3.2582397,0.008816201,0.644422244,-4.342229982,,FALSE
MSTRG.20228|PCDH18,0.729612384,2.213409147,2.644935981,0.024902138,0.644422244,-4.302751398,,FALSE
MSTRG.2272|SRGAP2,0.729004187,3.228760224,2.355013804,0.040757945,0.644422244,-4.24839,,FALSE
ENSG00000111602,0.728545927,1.204055698,1.484458648,0.169096432,0.702808126,-4.545353713,,FALSE
ENSG00000102780,0.728338435,2.683002237,1.134751588,0.283448159,0.771778634,-4.579996116,,FALSE
MSTRG.19729|UGDH,0.727203485,1.793392674,2.66673375,0.023995006,0.644422244,-4.350301452,,FALSE
ENSG00000151576,0.726854618,1.429005046,2.309023158,0.044056519,0.644422244,-4.414572175,,FALSE
MSTRG.4751|SERPINH1,0.726833124,4.128391339,2.120906986,0.060459309,0.659130686,-4.226745549,,FALSE
MSTRG.23873|DBF4,0.726420052,0.513900163,2.149419459,0.057640536,0.655075575,-4.475247764,,FALSE
